Cumle;Sinif
Ben de bu yüzden kasıtlı olarak pek çok hata yaptım.;6
Abartılı bir tiksinti ifadesiyle yüzünü buruşturdu.;2
 Yüzümü işaret ettim, gülümsedim, kaşlarımı çattım, gözlerimi yuvarladım.;2
Yüzü ifadesizdi, fakat ilk defa bunun sebebini biliyordum.;2
Konuştuğu insanın yüzüne bakarak kazanabileceği hiçbir şey yoktu.;2
Bu yüzden ilerleyişim sinir bozucu ölçüde yavaştı, fakat kendimi hayran kalmaktan alıkoyamıyordum.;6
Sonra yüzünde üzgün bir ifade belirdi.;2
Kapı ona karşı sürgülüymüş, bu yüzden kapıya, ‘Yan!;6
Hespe’nin yüz ifadesinin tekrar yumuşadığını gördüm.;2
Espri konusu oymuş gibi Hespe’nin yüzünde tehlikeli bir ifade belirdi.;2
Dedan hüsran dolu bir yüz ifadesiyle ellerini çılgınca salladı.;2
Çoğu insan onları bilmez, bu yüzden civarda fazlası varsa bize yol gösterebilirler.;6
Yüz yıl yerde yatsak bile kimse kemiklerimize rastlamaz.;1
Yarısı hala birbirinin yüzüne bile bakmıyor.;2
Çocuğun yüz ifadesi meraklıdan kararsıza, ardından mutsuza doğru yavaşça değişti.;2
Derken yüzünde bir idrak ifadesi belirdi.;2
 diye karamsar bir yüz ifadesiyle sordu Kvothe.;2
Ben küçükken annem bu hikayeyi yüz kere böyle anlattı.;1
Sonra Jax küçük yüzündeki ciddi bir ifadeyle tenekeciyi süzmüş.;2
 diye sordu kız, yüzüne düşen terli bir saç tutamını yana çekerek.;2
Yüzünde bir yara izi taşıyan kel adam pis pis sırıtıyordu.;2
Fakat geriye doğru sendeleyen ve uluyarak yüzünü tutan Tam oldu.;2
İşte bu yüzden pek çok adama karşı dövüşüp kazanırsınız.;6
Yüzünde ansızın neşeli bir ifade belirdi.;2
Bu yüzden adamın yüzündeki mustarip ve çaresiz ifadeyi göremedi.;6
O yüzden güneş tepede parlarken ortalarda gözükmez.;6
Jax belki bu yüzden acele etmiş.;6
Bu yüzden de eve girip çıkmanın pek çok yolu varmış.;6
İşte ay bu yüzden sürekli değişir.;6
  Dedan’ın yüz ifadesi tanıdık bir kavgacılığa büründü.;2
Hakarete uğrayıp uğramadığını anlayamayan Dedan’ın yüzü asıldı.;2
Marten başını kaldırdı ve yağmurun doğrudan yüzüne düşmesine izin verdi.;2
Gülümsedim ve ıslak ellerimden biriyle yüzümdeki suyu sildim.;2
Kulak kesildiysem de devam eden yağmurun pıtırtısı yüzünden hiçbir şey duyamıyordum.;6
"Yüzünde küstah bir ifade vardı; ben de öfkemi saklamaya çalışmadım.";2
Yüzü tehlikeli bir kızıla çalarken ona arkamı döndüm.;2
Dostlarından biri bu yüzden ölürse suç sende.;6
Yüzünden anlık bir kararsızlığın geçtiğini gördüm.;2
Yüzündeki bakış neredeyse bir aylık homurtularına bedeldi.;2
Azalan ışıkta iki yol arkadaşımın yüzlerine baktım.;2
Gözlerimi açtığımda tek görebildiğim, şimşek yüzünden gözlerimin önünde dans eden mavi hayaletlerdi.;6
Yanımıza geldiğinde tam planımızı açıklayacaktım ki yüzündeki panik ifadesini fark ettim.;2
Yağmur yüzümü dövüyor, örümcek ağlarını andıran şimşekler göğe yayılıyordu.;2
Kabaca bir tahminle iki yüz damdan fazlası vardı.;1
Duraksamalar Ademce konuşmaların kilit bölümleri arasındadır, o yüzden sabırla bekledim.;6
Ayakta bekleyen Tempi’nin normalde ifadesiz olan yüzünde belirgin bir şaşkınlık vardı.;2
Dallar bedenime çarpıyor, yüzüme su sıçrıyor, sıcak bir rüzgar esiyor.;2
Felurian’la ilgili yüzlerce hikayeyi aklıma getirdim ve yinelenen temaları aralarından çekip çıkardım.;1
Yüzümü avuçlarının arasına alırken sesi bir fısıltıdan daha yüksek değildi.;2
Karşımdaki yastıklarda bağdaş kurmuş oturan Felurian’ın yüzü öfkeli ve korkunçtu.;2
Yüz ifadesi neden reddedildiğini anlayamıyormuş gibi masum, hatta neredeyse kırgındı.;2
Kararlı bir yüz ifadesiyle bana bir adım yaklaştı.;2
Hiç o kadar hoş bir yüz görmemiştim.;2
Başımı kaldırınca Felurian’ın yüzünde yaşlar gördüm.;2
Onunla dans eder mumlardan vuran gölgeler  Gözlerimi, yüzümü, bedenimi sımsıkı hapseder.;2
Yüzünde bir hiddet ve hayret fırtınası kopuyordu.;2
Yüzüm kıpkırmızı kesildi ve başımı eğdim.;2
Sebebi ne olursa olsun yüz ifadem onu ikna etmiş gibi görünüyordu.;2
 Yüzümü sakin tutmama rağmen kendimi yeni bir parlamaya içten içe hazırladım.;2
Aklına bir fikir gelmişçesine yüzü ışıldadı, sonra gözleri daracık yarıklar halinde kısıldı.;2
Suyu yüzüme çarpıp avuç avuç içtim.;2
Gözlerime bakarken yüz ifadesi son derece ciddileşti.;2
Yüz ifadesi bir kraliçeninki kadar mağrur ve asildi.;2
Bu yüzden bana pek çok şey göstermek için canla başla çabaladı.;6
Elini yüzüme koyup yanağımı bir çiçek gibi nazikçe okşadı.;2
Fakat yüzlercesi birleşip de ağaç gövdelerinin arasında dans edince çevremizin siluetini görebiliyorduk.;1
Felurian yüzmeyi kesip suda sırtüstü yattı ve göğe baktı.;4
Keşfe gelen balıklardan cesur olanlar aramızdan geçecek kadar yakınımızda yüzüyorlardı.;4
  Ayrıca bin eli yapacağım, dedim ve yüz ifadesinin yumuşamasını izledim.;2
Yüzü anılarla ışıldadı ve parmakları heyecanla kolumu kavradı.;2
o yüzden ay artık gidip geliyor fanilerle feyler arasında.;6
Bana güzel yüzünde nadiren rastlanan o ciddi bakışlarından birini attı.;2
Çocukluğumda dinlediğim yüz farklı hikayede, Fae’de başıboş dolaşmanın tehlikeleri anlatılıyordu.;1
seni ısırmamış ve gözlerin berrak, o yüzden her şey yolunda.;6
Zaten o yüzden hayatımın kirli ayrıntılarını bu kadar büyüleyici buluyorsun.;6
Yüzü kıpkırmızı olan Bast öne doğru eğilip bir parmağını Kvothe’ye sertçe doğrulttu.;2
 Hancının yüzünde herhangi bir tepki görmeyince başını yılgıyla iki yana salladı.;2
Yüzünde en ufak bir ifade yoktu.;2
  Yüzü solgun ve asık olan Bast başını iki yana salladı.;2
En ufak bir öfke ya da burukluk izi taşımayan yüzü sakindi.;2
Arkama dönünce, Felurian’ı çardağının ortasında üzgün bir yüz ifadesiyle dururken gördüm.;2
 diye sordu ocağın köşesine yakın oturmakta olan şahin yüzlü bir adam.;2
Hoş bir yüzü, mavi renkli parlak gözleri vardı.;2
Üç gece evvel kaçıp gittiğinde yüzü bir bebeğin poposu kadar pürüzsüzdü.;2
Tehlikeli yeşil gözleri shaedimde gezindi, sonra yavaşça yüzüme doğru çıktı.;2
Penny merakla yüzüme baktı, sonra o da biraz kızardı.;2
Hespe’nin yüzündeki sertlik büyük ölçüde geçmişti.;2
Ve hiç ürkütücü olmamalarına rağmen ifadesiz yüzüne tuhaf bir ciddiyet katıyorlardı.;2
Bu yüzden ertesi sabah grubumuzun yolları ayrıldı.;6
Yüzünü ve sesini dikkatle kontrol altında tutmasına rağmen endişelendiğini görebiliyordum.;2
Bir kadını övmek için yüz sözcük.;1
Tahminimce bu zaman zarfında neredeyse beş yüz kilometre yol katetmiştik.;1
Suratı ifadesiz olsa da yüz hatları sevecen ve anaçtı.;2
Yüzümü ifadesiz tutarak ben de bir tebessüm işareti yaptım.;2
Berrak birikintilerde yüzen balıklar suyu çalkalıyordu.;4
Önceden verdiğim tumturaklı cevaplar yüzünden kendimi biraz budala gibi hissederek başımı salladım.;6
O yüzden açık bir cevap vermeden önce tereddüt ettim.;6
Sesim harcadığım efor ve içimdeki duygular yüzünden boğuk çıktı.;6
Tempi seni hem eğitmiş hem eğitmemiş, dedi anlaşılmaz bir yüz ifadesiyle.;2
Kendimi zorlayarak gözlerimi yüzünden bir kez daha ayırdım.;2
Shehyn sert azar işaretini yapınca Tempi’nin yüzü utançtan kızardı.;2
Yüzü kızaran Tempi sükunetini korumak için çabalarken dudaklarının rengi attı.;2
Yüz ifadesi sakin olsa da gözleri öfkeliydi.;2
Yüzün bir maskeyken bile gözlerin ışıltılı pencereler gibi.;2
Sıraya girip tabağımı doldururken yüzümü ifadesiz tutarak gözlerimi yere diktim.;2
Carceret’in yüzünün kızardığını, kaşındaki ve çenesindeki soluk yara izlerinin belirginleştiğini gördüm.;2
Narin yüzündeki soluk gri gözleri sertti.;2
O yüzden mi bu okula geldin?;6
Bir insan yüzermiş gibi yapabilir, diye belirttim.;4
Bu yüzden açıklanamayan şeylerin varlığını kabul etmemiz kolaydır.;6
Yüzü ifadesiz, sesi donuk ve sakindi.;2
Aynı şey yüz ifadeleri için de geçerlidir.;2
Yüzüm duygularımı açığa vurmuş olacak ki Vashet uzanıp elimi nazikçe tuttu.;2
  Normalde dışa vurumcu olan yüzü bir anda ifadesizleşerek bana baktı.;2
Bu yüzden ‘fedai’ sözcüğüyle yetinmemiz gerekir.;6
O yüzden de tüm Ademre’den sürgün edilmiş gibi olur.;6
O yüzden sağ elinin en küçük iki parmağının kesilmesi daha etkili olur.;6
Soba diyorsam birkaç yüz kilo gelen türden.;1
Daha doğrusu o yüzden bizim oldu.;6
Rüzgarı satmanın bir yolunu bulamadık, o yüzden de dünyaya haşinliğimizi sattık.;6
Başını eğdiyse de konuşurken yüzünün hafifçe kızardığını görebiliyordum.;2
Küçük yüzü ve omuzları onu neredeyse çocuksu gösteriyordu.;2
Vücudum o hareketi yüz yılda bile yapamazdı.;1
Azıcık yüzünü ekşiterek dişlerini gösterdi ve Penthe’nin kaburgalarına değdiği yeri sertçe sıvazladı.;2
Moralim halen yüksekti, o yüzden karşımdaki sandalyede kırmızı bir kıpırtı görünce şaşırmadım.;6
Başını sallarken ifadesiz yüzü benim hayret içindeki yüzüme çevriliydi.;2
Sakin ses tonu yüzünden onu yanlış anladığımı düşündüm.;6
Gözlerini yuvarlayan Vashet’in bıkkın yüz ifadesi bir Adem’in suratında tuhaf görünüyordu.;2
O yüzden sana şunu soruyorum: seks arzuluyor musun?;6
Hatta içinde yüzülebilecek kadar geniş bir havuzu olan bir oda bile bulunuyordu.;4
Gri gözleri o minicik yüzünde kocaman durmaktaydı.;2
Dar yüzü Ademlerin tipik ifadesizliğini taşıyan Celean beni tekrar gözden geçirdi.;2
O yüzden kendinden daha iri kimselerle dövüşmeye alışmalısın.;6
Yüzünü sakin tutmasına rağmen vücudu heyecandan titriyordu.;2
Zaten bu yüzden benden başka biriyle dövüşmene izin vermiyorum.;6
Bunu sert bir yüz ifadesiyle, meydan okurcasına yapmıştı.;2
Okula iki yüz otuz talent gönderdim.;1
Yüzümü bıraktı, sonra bileğimi tutarak elimi suratımın önüne kaldırdı.;2
Başım ağrıyor, yüzümün yan tarafı sıcak ve şiş geliyordu.;2
Kısmen tedbir olsun diye ve kısmen de yüzüm ağrıdığı için.;2
Yüz ifadesini değiştirerek sinirlenmişçesine gözlerini kıstı.;2
İnsan ailesinin yanındayken yüzün her küçük hareketinin ne olduğunu biliyor.;2
Elini uzatıp başparmağını yüzümün kenarında gezdirdi.;2
Bu sefer kendi yüzünü işaret etti.;2
Bir anda içim boşaldı ve elim bilinçsizce yüzüme gitti.;2
Ve yüzünde kalbimi acıtan bir tatlılık var.;2
Sol elimle minnet yaparken hislerimi açıklamak için yüzüne bakmak zorunda olmadığıma seviniyordum.;2
Ne de olsa bu yüzden müzik yaparız.;6
Yüzümü acıtacak kadar geniş bir tebessüm ettim.;2
Fakat yaklaştıkça yüzünü daha net görür oldum.;2
Gelmemi izlerken yüzü bir celladınki kadar asıktı.;2
Hoşgörüden çok uzak başka bir yüz.;2
Zaten kaynaması bu yüzden uzun sürer.;6
O yüzden rica işaretini yapıp geri, mum ışığından karanlığa çekildim.;6
Ay arkasında asılı durduğu için yüz ifadesini göremiyordum.;2
İşte bu yüzden ellerimin yerinde bıçaklar yokPra Vashet, dedim usulca.;6
Yüz ifademe hafifçe gülümseyerek başını salladı.;2
Yapraklar çok derin kesmez, ama yüzünü ve boynunu sakın.;2
Gurur, dedi, gözleriyle yüzümü tarayarak.;2
Tempi’nin vücudundaki, Carceret’in yüzündeki yara izlerini düşündüm.;2
Yüzüm ifadesiz bir maskeye benziyordu, büsbütün sessiz, tamamen kıpırtısız bekledim.;2
Tiksintiyle keyif arasına sıkışıp kalmış bir yüz ifadesiyle bana baktı.;2
Yüz ifadesindeki samimiyet büyük bir iltifattı.;2
Tahminimde yanılmıyorsam Celean daha şimdiden yüz kişiye anlatmıştır.;1
Yüzümü ifadesiz tuttum ve sargılı elimi derin saygılı arzu yapmaya zorladım.;2
Saçları bembeyaz, yüzü eski bir elma gibi buruş buruştu.;2
Vashet ifadesiz bir yüzle dönüp bana baktı.;2
Zaten o yüzden sana sorayım dedim, diye yavaşça konuştum.;6
Anladığını yüz ifadesiyle gösteren Vashet yine güldü.;2
Vashet’in rahatladığı açıkça anlaşılsa da yüzü hala mustarip görünüyordu.;2
Görmek için gözlerini kısınca yüzü daha da kırıştı.;2
Sen iki yüz otuz yedinci olacaksın.;1
Ben oraya vardığımda taş tepesinin dibinde yüz kişiden fazla bir kalabalık toplanmıştı.;1
Dönüp bakınca Magwyn’in buruşuk yüzünü karşımda buldum.;2
Yüz Yirmi Yedinci Bölüm   Öfke   Aklından ne geçiyordu?;1
Yüzü ve elleri utanç, tiksinti ve itimatsızlığın şaşkın bir karışımını gösterdi.;2
Tatlı bir yüzün var ve öfkeni merak etmemek zor.;2
Yüz barbar içerisinde sence kaçı hastadır?;1
Yüzü bariz bir tiksintiye bürünen Penthe ürperdi.;2
Her yüz Adem’den hiçbiri hastalıklı değildir, dedi kesin bir dille.;1
Penthe’nin kalp biçimli minik yüzü asıldı ve burun delikleri açılıp kapandı.;2
Ve hiç kimse bu yüzden beni küçük görmez.;6
Başını salladı ve bakışlarını yüzümden ayırmaksızın yanıma sokuldu.;2
Gözlerini kapadı ve yüzünü bana yaklaştırdı.;2
Upuzun örgüsünü açmıştı ve bal sarısı saçları yüzünden aşağı dökülüyordu.;6
Sanırım öfke bu yüzden doğru kelime.;6
O yüzden sekse bu kadar düşkünüm ve bu kadar haşin dövüşüyorum.;6
 Yüzünün alt kısmını iki eliyle birden kapatarak kıkır kıkır güldü.;2
Dediğin doğru olsaydı yüz tane bebeğim olurdu.;1
O yüzden meyveler gibi güzleri daha çok kadın olgunlaşır.;6
O yüzden Haert’te daha çok kadın olgunlaşır.;6
Penthe yüz ifademi görünce elimi sıkıp taviz işaretini yaptı.;2
Başkalarıyla konuşursan elde edebileceğin en iyi şey yüzüne karşı gülünmesidir.;2
İşte bu yüzden kendi isminden bahsetmemelisin.;6
Sırf bu yüzden o isimleri fazla anmıyorum.;6
Tarihçi’nin yüzünde bir idrak ifadesi belirdi.;2
Zaten bu yüzden öyle şeyleri ağzına almamalısın Reshi.;6
Bast’ın yüz ifadesi, içinin rahat olmadığını açıkça gösteriyordu.;2
Teccam da aynı şeyi söylerdi: Yüz kilometre yürümeyen hiçbir insana cesur denemez.;1
Uzun bir yol sana kendini yüz yıl boyunca düşünmekten daha iyi anlatır.;1
Gömleğimin koluyla yüzümü kuruladıktan sonra başımı ona doğru kaldırıp gülümsedim.;2
Alleg ekşi yüzlü, saçları arkada topuz yapılmış yaşlıca kadını gösterdi.;2
Sonra yüz ifadesi ciddileşti ve bir parmağıyla dudağını sıvazladı.;2
İkisinin de yüzüne ümitsiz ifadeler hakimdi ve ikisi de on altısında gözüküyordu.;2
Sert bir yüz ifadesiyle dimdik oturan Krin ise ateşe bakmayı sürdürdü.;2
Otto’nun itiraz nidası, Gaskin’le Laren’in yüz ifadelerinde yankı buldu.;2
Dikkatsizdim, o yüzden Alleg bir ağacın gölgesinden fırladığı zaman beni hazırlıksız yakaladı.;6
İnsanlar o fikirlere sırf senin gibiler yüzünden kapılırlar!;6
Yüzü sertleşti ve onu elimden aldı.;2
O demirin altında halsizce debelenirken gözleri öfkeli yaşlarla dolan Krin yüzünü ekşitti.;2
Eliyle yüzünü silerek bir müddet düşündü.;2
saçları rüzgarda savruluyor, yüzü yorgun görünüyordu.;2
Evet, lütfen, dedi Krin, gözlerini Ellie’nin yüzünden ayırmadan.;2
Gırtlağını kestiğim anda Otto’nun yüzünde beliren şaşkın ifadeyi hatırladım.;2
O yüzden kıpırdamak isterse sürünmesi gerekecekti.;6
Yüzünü göğsüme bastırıyor, eli çaresizce kolumu sıkıyordu.;2
O yüzden karılarının ve kız kardeşlerinin işleri halletmelerine izin verdiler.;6
Adamın yüzü iyice asıldı ve yavaşça yaklaşmayı sürdürdü.;2
Tekrar bakınca yüzlerdeki öfkenin gerçek sebebini gördüm.;2
Boştaki elimle çenesini tuttum ve yüzünü Krin’le Ellie’ye doğru çevirdim.;2
Bil’i hemen eve getirmek zorunda kaldık, yoksa bacağı yüzünden ölecekti.;6
Yine de şimdilik kendimi bu yüzden kötü hissedemezdim.;6
 Yüz ifadesi tehlikeli bir hal aldı.;2
Yüzünde aniden beliren mustarip ifade ‘var’ diyordu.;2
Yüzü solgun olsa Bil’in bile aklı başındaydı.;2
Kızın kara gözlerinin kenarları biraz kızarmışsa da yüzü şen ve mutluydu.;2
Gözlerime bakarken yüz ifadesi ciddileşti ve bana yine genç bir Denna’yı anımsattı.;2
Yaptığım bir şey yüzünden başkalarının demir yasasına karşı gelmesini istemem.;6
Bast çelişkili bir yüz ifadesiyle ileri doğru istem dışı bir adım attı.;2
Yüzündeki çocuksu sırıtışla o ağırbaşlı, aheste hancıya benzer bir tarafı yoktu.;2
İri yarı adam acıyla yüzünü ekşiterek eğilmek zorunda kaldı.;2
Yüzünün yanından kanlar akan Kvothe, bileğini kurtarmak için çırpındı.;2
Bardaki taburelerden birinde oturan Kvothe’nin yüzü şiş ve kanlıydı.;2
Panik içindeki yüzü daha da soldu.;2
Omuzlarını saldı ve gözlerini ovuşturarak yüzünü kana buladı.;2
Bast’ın yüzü ani bir idrakle sevince boğuldu.;2
Bast’ın yüzünde yine kararsız bir ifade belirdi.;2
Tarihçi onu boş bir yüz ifadesiyle süzdü.;2
Sonra yüzünde şaşkın bir yeis ifadesiyle başını yavaşça iki yana salladı.;2
Maer’le yüz yüze konuşmak için en hızlı yolun bu olduğunu biliyordum.;2
Yuvarlak yüzlü adamın o anda hiç de uşağa benzer bir hali yoktu.;2
Stapes’in yüz ifadesi sert ve dargın bir hale büründü.;2
Son bir dönüde beş yüz kilometre yol teptim.;1
O yüzden dedikleriniz bana çok mantıklı geliyor.;6
Yüzünde dikkatle kontrol altında tuttuğu şaşkın bir ifade mevcuttu.;2
Yüzündeki çatık kaşlı ifade kaybolan Alveron’un sandalyesinde daha dik oturdu.;2
Sırf benim yüzümden tabiatına karşı gelmeni istemem.;6
Yüzümü kutunun üstüne yaklaştırıp burnumdan derin bir nefes aldım.;2
  Meluan’ın yüz ifadesi yumuşamayınca Alveron sözlerini sürdürdü.;2
Meluan’ın zaten sert olan yüz ifadesi bunu duyunca buz kesti.;2
Meluan’ın yüz ifadesi sırasıyla katıksız bir şoka, hayrete, hiddete ve tiksintiye büründü.;2
Alveron sert bir yüz ifadesiyle bana bakmaya devam etti.;2
Kapıldığım öfke yüzünden tüylerim diken dikendi.;6
Alvero’nun yüz ifadesi daha da sertleşti.;2
Sayfada ilerledikçe yüzü daha da soldu.;2
Bu dediğim yüz yıl önceydi, diye konuştu Bredon.;1
Ve aramızdaki bağ yüzünden isminin lekelenmesini istemem.;6
O yüzden sarayda dönen oyunlara göre hareket etmem gerekiyor.;6
O yüzden seyahat boyunca ortalama bir şöhretin tadını çıkardım.;6
Bu yüzden bir yolculuk sonunda eve dönüş hissini hiç yaşayamamıştım.;6
Anlaşılmaz bir el hareketi yaparken yüzünde mahcup bir sırıtış belirdi.;2
