Cumle;Sinif
"Hancının görevi  demişti  her rastgelene yahni  istirahat  ışık  ateş  kirli çarşaflar  oda hizmetçisi  pireler ve gülümseme satmaktır; geçenleri durdurmak  küçük keseleri boşaltıp büyükleri namusluca hafifletmek  yola çıkmış aileleri saygıyla barındırmak  adamı rendelemek  kadını yolmak  çocuğun havını almaktır; açık pencereyi  kapalı pencereyi  ocak başını  koltuğu  iskemleyi  tabureyi  peykeyi  kuş tüyü yatağı  döşeği ve saman demetini hesaba geçirmektir; aynanın kaç defa bakmakla eskidiğini bilmek  bunu da tarifeye yazmak  bin bir dalavereyle her şeyi yolcuya ödetmektir; köpeğinin yediği sineklere varıncaya kadar ";1
Bin beş yüz lira borcum var benim ;1
Mösyö  dedi  bin beş yüz frank gerek bana ;1
Adamla Cosette çıkıp gidince  Thènardier bir çeyrek saat kadar bekledi  sonra onu bir kenara çekip bin beş yüz frankı gösterdi ;1
Önce yirmi metelik verdi  sonra beş frank  daha sonra elli frank  en sonunda da bin beş yüz frank  hem de hep aynı rahatlıkla ;1
On beş bin frank da verirdi ;1
Affedersiniz mösyö  bağışlayın  dedi  işte size şu bin beş yüz frankınız ;1
Oysa ben size bin beş yüz frank verdim ;1
"Elinde kala kala iki şey kalmıştı: biri acı bir alay  Fantine imzalı kağıt parçası; öbürü de bir teselli  bin beş yüz frank ";1
En başta  bin beş yüz frank almış olmasını nasıl açıklayacaktı?;1
Madam Albertine hakkında bin bir şey uyduruluyordu ;1
Ve bundan başka daha bin bir ihtimam ;1
Catherine de Bar rahibeye bu kuruluş için ilk izin  Saint Germain Başrahibi Monsenyör Metz tarafından  anaparası altı bin lira olan üç yüz liralık bir gelir sağlamadığı takdirde  hiçbir kızın manastıra kabul edilmemesi şartıyla verilmiştir ;1
Onun tarikatı kırk papa  iki yüz kardinal  elli patrik  bin altı yüz başpiskopos  dört bin altı yüz piskopos  dört İmparator  on iki imparatoriçe  kırk altı kral  kırk bir kraliçe  üç bin altı yüz kilise tarafından resmen tescil edilmiş aziz yetiştirdi ve bin dört yüzyıldan beri de varlığını sürdürüyor ;1
"Disk atıcı Vejanus  ip cambazı Forioso’da canlanır; Therapontigonus Miles  humbaracı Vadeboncoeur’le kol kola girebilirdi; eskici Damasippe antikacılar arasında mutlu olurdu; Agora Diderot’yu hapsedebileceği gibi  Vincennes de Sokrates’i tutuklayabilirdi; Curtillus kirpi kızartmasını icat ettiği gibi  Grimod de la Reyniere de yağda rozbifi icat etmiştir; Etoile Meydanı’ndaki zafer takının yuvarlağı altında Plautus’taki trapezin yeniden ortaya çıktığını görürüz; Apuleius’un Atina Agorası’ndaki Poikilos Kapısı’nda rastladığı kılıç yiyen adam  Pont Neufdeki kılıç yutan adamdır; Rameau’nun yeğeniyle tufeyli Curculion bir çift teşkil ederler; Ergasile kendisini Cambaceres’e Aigrefeuille aracılığıyla tanıttırabilir; Roma’nın dört şıklık meraklısı  Alcesimarchus  Phoedromus  Diabolus ve Argyrippe  Labatut’nün posta arabasıyla Courtille’den aşağı inerler; Aulu Gelle  Congrio’nun önünde  Charles Nodier’nin Polichinelles’in karşısında durduğundan daha fazla durmazdı; Marton bir dişi kaplan değildir  ama Pardalisca da bir ejder değildir; şarkıcı Pantolabus  İngiliz Kahvesi’nde sefih Nomentanus’la alay eder; Hermogenes  Champs Élysées’de tenordur ve onun çevresinde sokak çapkını Thrasius  Bobeche kılığında parsa topluyor; Tuileries’de elbisenizin düğmesini çekerek sizi durduran münasebetsiz  size Thesprion’un iki bin sene önceki damdan düşme sorusunu tekrarlatır: Quis properantem me prehendit pallio?";1
Gerçekten de aşağı yukarı on beş bin liralık bir geliri kalmıştı ;1
Bütün emeli  bir mirasa konup yüz bin franklık bir gelir edinmek ve böylece metresler tutabilmekti ;1
Katerina altın iksirinin sırrını Bestucheften üç bin rubleye satın almakla Polonya’nın parçalanması suçunu tamir etmişti ;1
"Karısı  ikinci karısı— onun servetini öyle idare etmişti ki  Mösyö Gillenormand’a  günün birinde kendisini dul bulduğunda  neredeyse bütün varını yoğunu ömür boyu gelire yatırmak şartıyla ancak geçinebileceği kadar bir şey kalmıştı; dörtte üçü onun ölümüyle birlikte kesilecek olan ve beş bin frank civarında bir gelirdi bu ";1
"Nereden geldiği bilinmeyen boğuk gürültüler işitilir  yeryüzünden bin iki yüz defa daha büyük olan Jüpiter’in bir kor gibi parladığı görülür  gökyüzü siyahtır  yıldızlar ışıldar; müthiş bir şeydir ";1
Hiçbir şey yapmadan  oldukça okkalı bir para  aşağı yukarı üç bin frank kadar bir şey tüketiyordu ;1
Yılda dokuz bin franka kiralık bir evde oturuyorsunuz ;1
François öldüğü zaman Fransa’da genel borçların tutarı otuz bin liraydı ;1
İşlerini yaptığı kitapçılardan biri  sanırım Mösyö Magimel  onu yanına almayı  iyi bir oturacak yer sağlamayı  düzenli bir şekilde iş vermeyi ve yılda on beş bin frank ödemeyi teklif etmişti ;1
On beş bin frank almak ;1
Böylece ferah ferah yılda iki bin frank kazanıyordu ;1
Bir iflas kardeşinden kalma ve kendine ait bütün servetini teşkil eden on bin franklık bir meblağı alıp götürdü ;1
"Elimdeki bir kızı bin beş yüz franka aldınız; mutlaka zengin birilerinin kızıydı ve daha o zamandan bana epeyce para kazandırmıştı  bütün hayatım boyunca ondan geçimimi sağlayacak kadar para çekecektim ben ";1
Bana yalnızca iki yüz bin frank gerek ;1
Sizin servet durumunuzu bilemem  ama parada gözünüz olmadığını biliyorum ve sizin gibi hayırsever bir insan bahtsız bir aile babasına pekala iki yüz bin frank verebilir ;1
Ama iki yüz bin frank için göze alınabilir ;1
Şimdi bana diyeceksiniz ki  İyi ama üzerimde iki yüz bin frank yok ;1
Üstünde iki yüz bin frank taşıdığını düşün ;1
Sizin küçükhanıma gelince  ona hiçbir kötülük yapılmayacak  araba onu rahat edeceği bir yere götürecek ve siz şu iki yüz bin frankçığı bana verir vermez  o size iade edilecek ;1
Demokratik hakların geri alınması  ilerlemenin ikinci sırada bir ilgi konusu olması  sokak protestolarının şiddetle bastırılması  ayaklanmaların askeri cezalara çarptırılması  isyancıların silahtan geçirilmesi  Transnonain Sokağı vakası  harp divanları  kanun ülkesinin gerçek ülkeyi yutması  hükümetin üç yüz bin imtiyazlıyla yarı yarıya ortak iş görmesi  bütün bunlar krallığın işidir: Belçika tahtının reddi ;1
Yirmi beş bin kişiyle karşı çıkılabilir ;1
Hükümet bir gün  mahalleye silahlarla iki yüz bin fişek dağıtıldığı haberini aldı ;1
Ertesi hafta otuz bin fişek dağıtıldı  işin garip yanı şu ki  polis bu silahların bir tekini bile ele geçiremedi ;1
Yakalanan bir mektupta şöyle yazıyordu: Dört saatte seksen bin yurtseverin silah altında olacağı gün uzak değildir ;1
Bir ay önce on beş bin kişiydiniz  şimdi yirmi beş bin kişisiniz ;1
"Jean Valjean saygıdeğer başrahibeden bir görüşme dileğinde bulunarak ona kardeşinin ölümüyle küçük bir mirasa konduğunu  bunun ona bundan böyle çalışmadan yaşamak imkanını verdiğini  bu yüzden manastırdaki işinden ayrılacağını ve kızını da birlikte götüreceğini; fakat Cosette rahibeliğe girmediğine göre onun ücretsiz yetiştirilmesinin doğru olmadığını  bu nedenle Cosette’in manastırda geçirdiği beş yıl için bir tazminat olarak cemaate beş bin franklık bir bağışta bulunmasına saygıdeğer başrahibenin izin vermesini tam bir alçakgönüllülükle istirham ettiğini söyledi ";1
Ayrı düşmüş aşıklar  yokluk acısını bin bir hayalı şeyle avuturlar  ama bu hayalı şeylerin de bir gerçekliği vardır ;1
Size verdiğim bin iki yüz franktan başka bir geçim kaynağınız yok mu?;1
Mösyö Gillenormand kendi kendine konuşur gibi bir sesle onun sözünü kesti:    Demek böyle  yaş yirmi bir  iş yok  yılda bin iki yüz frank  Madam la Barones Pontmercy gidip manavdan iki meteliğe maydanoz alacak ;1
Onun için  ve de bütün daha önceki tarih  dört bin yıldan beri çiğnenen haklar ve halkların çektiği acılarla dolup taştığı için  her tarihı devir  imkanları elverdiği ölçüde  bu duruma karşı itirazlarını ve protestolarını da beraberinde getirmiştir ;1
Trampetleri matem tülleriyle örtülü  tüfeklerin namluları aşağı çevrili iki tabur asker  kılıçları bellerinde on bin milli muhafız ve milli muhafız alayının topçu bataryaları tabuta eşlik etmekteydi ;1
Endişe içindeki iktidar  şehir içinde yirmi dört bin  banliyöde otuz bin asker dikmişti tehditkar kalabalığın tepesine ;1
"Nitekim  bir tek darı tanesi bile bulamayan kuştan tutun da  yüz bin franklık bir geliri bulunmayan ben kulunuza varıncaya kadar  yukarıda ve aşağıda bunca geçim sıkıntısını  gökte ve yerde bunca pespayeliği  tamahkarlığı  pintiliği  çaresizlik ve sefaleti gördükçe; insanoğlunun kullanıla kullanıla yıpranmış kaderini  hatta yalnız onun değil  ipe çekilmiş Conde Prensi örneğinde olduğu gibi  kralların darağacını işaret eden kaderini gördükçe; göğün tepe noktasında rüzgarın boşanmasına yol veren yırtıktan başka bir şey olmayan kışı gördükçe; tepelerin zirvesinde sabahın yepyeni kızıllığı içinde bile bunca pejmürde kıyafet gördükçe; çiy tanelerini  o yalancı incileri  kırağı denen o sahte elması gördükçe; insanlığı  dikişi atmış  bölük pörçük bir halde  olayları yamalı bohça gibi gördükçe; her yanı saran bunca sefaleti gördükçe  Tanrı’nın söylendiği kadar zengin olduğundan şüphe ediyorum ";1
Elli kişi  altmış bin kişinin gelmesini bekliyordu ;1
"Adeta şehir içinde bir şehir olan bütün o Halles Mahallesi; içinden Saint Denis Sokağı  Saint Martin Sokağı geçen ve birbirleriyle kesişen daha bin bir tali sokağı olan ve isyancıların kendilerine müstahkem mevki haline getirdikleri bu mahalle  o kimseye Paris’in ortasında kocaman bir kara delik olarak görünürdü ";1
Bu titrek ve korkunç hayalet son basamağın üzerine çıkıp da  bu yıkıntı parçasının tepesinde  bin iki yüz tüfeğin önünde ve ölümün karşısında  ölüme meydan okurcasına dikilince  bütün barikat karanlıklar içinde tabiatüstü ve devasa bir görüntüye büründü ;1
Dilencilerin bile almaya tenezzül etmeyeceği  içlerinde hem öfke hem de hiçlik barındıran o bin bir çeşit yoksulluk nesneleri ;1
Sadece seksen kişinin koruduğu  buna karşılık tam on bin kişinin saldırdığı Temple Mahallesi barikatı üç gün dayandı ;1
"Bir top güllesi saatte ancak altı yüz fersah yol alır; ışık saniyede yetmiş bin fersah gider ";1
Bin bir müzik yerine geçen tanrısal sessizlik  kuş yuvalarının cıvıltısı  arı kümelerinin vızıltısı  esintinin çarpıntısı ;1
Bir savaşla on iki bin dize doldurmaya ancak destanın hakkı vardır ;1
"Eski krallık devrinde ancak yirmi üç bin üç yüz metre lağım yapılabilmişti; 1 Ocak 1806’da Paris’te varılan nokta buydu ";1
Şu rakamların garipliğine bakın: Napolyon dört bin sekiz yüz dört metre  17 ;1
Louis beş bin yedi yüz dokuz metre  10 ;1
Charles on bin sekiz yüz otuz altı metre  Louis Philippe seksen dokuz bin yirmi metre  1848 Cumhuriyeti yirmi üç bin üç yüz seksen bir metre  şimdiki yönetim yetmiş bin beş yüz metre lağım yaptırdı ;1
Şu anda tümünün toplamı iki yüz yirmi altı bin altı yüz on metre tutuyor ;1
"Duleau  Traversière Saint Antoine Caddesi’yle Lourcine Caddesi arasındaki üç bin metrelik lağımı  kentin her noktasında kubbeledi; Censier Mouffetard Kavşağı’nı yağmur sellerinden kurtarmak için Arbalete’in ana boruya bağlanmasını sağladı; kaygan kumların içine atılan temeller ve betonlar üzerine Saint Georges lağımını kurdu; Notre Dame de Nazareth kolundaki olağanüstü büyük ızgaranın alçaltılması işini yönetti ";1
Bu ayıbın örtülmesi için gereken iki yüz altmış altı bin seksen frank altı santim  ancak 1823 yılında bulunabildi ;1
1806’da Paris’in lağım sayısı  1663 Mayısı’ndaki kayıtlara tıpatıp uyuyordu: beş bin üç yüz yirmi sekiz kulaç ;1
1 Ocak 1832’de ulaşılan kırk bin üç yüz metre  Bruneseau’dan sonra gerçekleşenlerdi ;1
"1806 1831 yılları arasında  yılda ortalama yedi yüz elli metre lağım yapılmıştır; o zamandan beri de her yıl sekiz bin  hatta on bin metre  beton temeller üzerinde su kireci karışımıyla tahta galerilerden oluşan sistem yapıldı ";1
O devrin Paris’inde de iki bin iki yüz sokak vardı ;1
Matmazel Euphrasie Fauchelevent’ın altı yüz bin frangı var ;1
Altı yüz bin frank  diye cevap verdi Mösyö Gillenormand ;1
Belki de on dört  on beş bin frank eksiktir ;1
Tümü birden beş yüz seksen dört bin frank ediyordu ;1
Matmazel Gillenormand alçak sesle beş yüz seksen dört bin frank  olduğunu söyledi ;1
Altı yüz bin demek daha doğru olur  değil mi ya?;1
"Altı yüz bin frank olan banknot halindeki para az yer kaplıyordu; bir kutuya sığmıştı  yalnız kutuyu nemden korumak için içi kestane ağacı yongası dolu olan meşe ağacından bir kasaya koymuştu ";1
Gerçek miktar beş yüz seksen dört bin beş yüz franktı ;1
Bu miktarla Laffitte’den çekilen altı yüz bin frank arasındaki fark 1823 ile 1833 arasındaki on yılın masrafıydı ;1
Manastırdaki beş yıl beş bin frank harcanmıştı sadece ;1
Beş yüz seksen dört bin franga gelince  bu parayı adını açıklamak istemeyen ölmüş birisi Cosette’e miras bırakmıştı ;1
Asıl miras beş yüz doksan dört bin franktı ama on bin frank Euphrasie’nin eğitimine kullanılmıştı  bunun da beş bin frangı manastıra ödenmişti ;1
"Ortada bazı gariplikler yok değildi ama onları görmediler; ilgililerden birinin gözleri aşkla  ötekilerin de altı yüz bin lirayla bağlanmıştı ";1
Başında peygamberçiçeklerinden tacıyla Philis’i getirin  ona yüz bin lira da gelir ekleyin ;1
Altı yüz bin frank onun en son şaşırması olmuştu ;1
Ayrıca altı yüz bin frank ihtiyar kızın kararsızlığını büsbütün derinleştirmişti ;1
Altı yüz bin frank saygı görmeye değer ;1
Cosette’in altı yüz bin frangı benim olsaydı ;1
Bir gün önce Jean Valjean Marius’a  Mösyö Gillenormand’ın yanında  beş yüz seksen dört bin frangı vermişti ;1
Dede  işte şimdi siz yıllık geliri otuz bin lira olan Mösyö Le Baron’la ve Madam La Barones oldunuz  evlatlarım ;1
Aşk altı bin yaşında bir çocuktur ;1
Altı yüz bin franga gelince  siz ondan söz etmiyorsunuz ama ben sizin düşüncenize karşılık vereyim ;1
Senin altı yüz bin frangı daha iyi bir işe yatırmaktan söz ediyoruz ;1
Sırtında  boynundan ayaklarına kadar inen uzun  bol kollu  bin bir kıvrımlı  geniş  beyaz bir sabahlık vardı ;1
Dedi ki  Cosette  yılda otuz bin lira gelirimiz var ;1
"Belliydi ki  bu altı yüz bin frangın nereden geldiği hakkında Marius kuşkulanmıştı  belki de dürüst olmayan bir kaynaktan gelmiş olmasından korkuyordu; kim bilir  bu paranın Jean Valjean’dan geldiğini bile keşfetmişti de bu şüpheli servet karşısında tereddüt ediyordu ";1
Tam o sırada yerine getirilmesi gerektiğine inandığı önemli bir görevi olduğunu düşünüyordu: özenli bir biçimde araştırdığı birisine altı yüz bin frangın geri verilmesi işi ;1
Mösyö Baron  on bin frank verin de söyleyeyim ;1
Al üç bin frank daha ;1
O zaman sana yirmi bin frank daha vereceğim ;1
Altı yüz bin frank gerçekten de Cosette’indir ;1
Bin iki yüz tane iyi yontulmuş camın iki düzinesi topu topu üç franktı ;1
Bu yüzden altı yüz bin franga şaşmamak gerek  Mösyö Pontmercy ;1
Nereden baksanız üç bin kişi vardır ;1
Aynı yaranın sızısıyla çığlıklara boğulmuş on bin insanın sesiydi bu ;1
Şoku atlattıktan sonra burunlarının bile kanamadığını gören on bin insan ;1
Neredeyse geçen beş bin yıl boyunca tüm insanlık tarihine anında erişmek mümkündü ;1
Gerçeğin soğuk ve acımasız ışığında  iki bin yıldır milyonları peşinden sürükleyen inanışlar  çiy damlacıkları gibi bir anda buhar oldular ;1
Hafızası George’u yanıltmıyorsa  burada aşağı yukarı on beş bin cilt olmalıydı ;1
"Mevcut nüfusumuz elli binin biraz üzerinde; optimum rakamın azıcık altındayız ";1
"Azami nüfus tam yüz bindi; bu rakamın üstüne çıkılırsa küçük  derli toplu bir nüfusun avantajlarından feragat edilmiş olurdu ";1
Başta bilim hepsini görmezden geldi  hatta beş bin yıldır ortaya çıkan onca görgü tanığına rağmen varlıklarını reddetti ;1
Firavunların asil çocukları geldi aklına  beş bin yıl önce oyuncak bebekleri ve boncuklarıyla birlikte gömülen ;1
Evet  on binlerce yıl gelecekten kalma bir hatıra ;1
Fakat önce binlercesini  ardından da on binlercesini gördükten sonra onları dikkate almaz oldu ve numune toplamaktan vazgeçti ;1
Kafa hizasına kadar kaldırdığı tekmeler bin bir türlü hedef teşkil etmekteydi  ayrıca elinizde bir silah varken tekme atmanın ne gereği vardı ki?;1
Bulunduğu salona göz gezdirdikten sonra gözlerini kapayıp aklına on bin kitabın görüntüsünü getirdi ;1
Bugünse yılda en az otuz bin dolar kazanıyordur ;1
Yılda otuz bin dolarlık kazancına karşın az da olsa hoş zaman geçirmeye tahammülü yoktur ;1
Haftada üç dolar sonra haftada dört dolar ve genç bir delikanlı  hiç eğlenmeden  oynamadan yağ sobasında yemek pişiriyo  bütün gün çalışıyo  para biriktiriyo  hep çalışıyo  hiç iyi vakit geçirmiyo  eğlenmeyi öğrenmiyo ve tabii ki otuz bin dolar çok geç geliyor ;1
Halden anlayan zihninin içgörüsü  kendisine anlatılan bu delikanlının hayatındaki binlerce ayrıntıya ve onun yılda otuz bin dolar kazanan bir adama dönüşürken yaşadığı manevi sığlığa ışık tutuyordu ;1
Doğru dürüst harcayamayacağı otuz bin dolar kazanmak için hayatını boşa harcamış ;1
Niye mi  çünkü artık otuz bin dolar nakit verse bile çocukken on sente alabileceği şeyleri alamaz  mesela şeker  fıstık veya tiyatroda en üst balkondan bir bilet ;1
Tanrı’nın çılgın aşığı  yılda otuz bin dolar için değil  tek bir buse için her şeyi yapabilirdi ;1
Yılda otuz bin dolar fena değildi elbette  ama hazımsızlık ve insani mutluluklardan mahrumiyet  prenslere layık bu kazancın büyük kısmını götürüyordu ;1
"Dünyanın asıl devleri yazan insanlardı; onlar yılda otuz bin dolar kazanan ve isterlerse Yüksek Mahkeme’de yargıçlık yapabilecek olan Bay Butler gibilerinden çok daha üstündü ";1
Her gün üç bin kelime yazıyor  her akşam da dergilerde okuduğu  yani editörlerin basmaya uygun gördüğü hikayelere  makalelere ve şiirlere dair notlar alıyordu ;1
"Kesinlikle birinci sınıf bir dergiydi ve günlük olarak yazdığı üç bin kelime ona en azından altmış dolar para getirirdi; denizde geçen iki ayın ücreti ";1
"Cuma akşamı tefrikayı bitirdi; yirmi bir bin kelime uzunluğundaydı ";1
Onun gibi düzgün yüz hatları olan kadınların sayısı on binde biri geçmez ;1
"Çok kısa; sadece iki bin kelime ";1
Çoksatar bir kitap  elli ile yüz bin dolar arasında para kazandırıyor  bazen üç aşağı beş yukarı oynuyor  ama buna yakın bir rakam oluyor ;1
Bir korku hikayesi olan Çan Sesleri  tam beş bin kelimeydi ;1
O yüce  azametli  mağrur  ilahi esinle dolu Transcontinental da beş bin kelimeye beş dolar öderdi ;1
Girdap  üç bin kelimelik bir hikayeydi ;1
Üçte birini kes  kalıyor iki bin kelime eder ;1
Elinde yeterli cephanesi varsa tek bir adam bile o sırtı yüz bin kişiye karşı koruyabilir ;1
"Macera dizisinin yirmi bir bin kelimeden oluştuğu ve yayımlandığında ödeyecekleri on altı doların bin kelime başına yaklaşık yetmiş beş sent olarak hesaplandığı doğruydu; ama bunun yazmaya giriştiği ikinci hikaye olduğu ve acemilik dönemi ürünü olduğunu Martin’in gayet iyi bildiği de doğruydu ";1
Young and Age haftalık bir dergiydi ve battığında Martin’in yirmi bir bin kelimelik dizisinin üçte ikisini yayımlamıştı ;1
"Adı Beklenen olacak hikayenin uzunluğunun  altmış bin kelimeyi aşacağını sanmıyordu; muhteşem üretim kuvveti düşünüldüğünde çocuk oyuncağıydı ";1
Bu vazife üzerinde on bin asırdır  ne on bini  binlerce milyon asır harcamış ve en iyisini  Martin’i yaratmıştı ;1
Önceden bölüm bölüm kafasında kurgulamış olmasına karşın yeni yazdığı bir girişle hikayenin gücünü önemli ölçüde artırdı  ama bu sefer de hikayeyi yirmi bin kelime uzatması gerekti ;1
"Şu ana kadar ABD ile Kanada'da kırk bin nüshanın üzerinde satış yaptık; yirmi bin nüsha da matbaada ";1
Tarafınızdan imzalanmış sözleşme elimize geçer geçmez telif avansı olarak beş bin dolar ödemekten büyük bir memnuniyet duyacağız ;1
Martin mektubu bir kenara bırakıp kafadan biraz hesap yaparak on beş sent ile altmış bini çarpınca dokuz bin dolar buldu ;1
ABD posta hizmetlerinin götürüp getirebildiği en kısa süre içinde Singletree  Darnley &c Co’nun beş bin dolarlık çeki kendisine ulaştı ;1
İlk baskıyı bin beş yüz yapmalarına rağmen bu kadarını bile satabileceklerinden kuşkuya düşmüşlerdi ;1
Martin’de içkin olan güzellik ve güç  onu baş tacı edip kitaplarını alan yüz binlere hiçbir şey ifade etmiyordu ;1
Brissenden’in Fanisinin üzerine atlayıp paramparça eden ve şimdi aynı kabalık ve anlayışsızlıkla Martin’in yazdıklarını okuyan o yüz binler  o kurt sürüsü ise bu kez ısırmak yerine kuyruk sallayarak onu başlarına taç ediyordu ;1
Kerestenin bugünkü fiyatına göre  dedi  dört bin yeter ;1
Çek eline gelince hemen göz atıp üzerinde yazan yedi bin doları gördü ;1
Eğer Gertrude’un bundan sonra iş yapmayacağını garanti edersen yedi bin dolar senindir ;1
Eğer beğenirsen ve fiyatına değdiğini düşünürsen  fiyatı on iki bin dolar bu arada  bana haber verdiğin anda çamaşırhane senindir ;1
Fiziksel açıdan binde bir  hatta on binde bir kişide rastlanacak kadar iyisiniz ;1
Yarısından fazlası ABD’de olmak üzere dünyada iki binden fazla kütüphane inşa ettirdi ;1
139 Le Comte de Monte Cristo (Monte Kristo Kontu)  Les Trois mousquetaires (Üç Silahşörler) ve Dix ans plus tard ou le vicomte de Bragelonne (Demir Maske) gibi romanlarla birlikte toplamı yüz bin sayfayı bulan roman  oyun  makale  gezi yazısının yazarı ünlü Fransız yazar Alexander Dumas  pere (1802 1870) ;1
Arabaya binene kadar yağmurdan ıslanmıştı ;2
Bana onları tekneye bindir dendiği için gerekeni yaptım fakat geri döndüğümde orada değillerdi ;2
Bir kere olsun motosiklete binemedim şu hayatımda ;2
Şoför yolcuların hepsi binene kadar bekledi ;2
Nasıl olduğunu anlayamadan onu arabaya bindirdiler ;2
Sözüm ona otobüse binmeden beni arayıp haber verecekti ;2
Bisiklete binene kadar aralıksız ağlamıştı ;2
Eğer vapura biner ve karşıya geçersek gece yarısına kadar eve dönemeyebiliriz ;2
Bir yerden bir yere ulaşım için tramvaya binen insanlar olur ;2
Dedektif polis memuruyla bereber arabaya binip gittiğinde derin bir nefes aldı ;2
Bisikletine binip ters yöne sürdü ;2
Yarışmacılar binip emniyet kemerlerini taktığında yarışma başlayacaktır ;2
Kadın güneş doğarken kalkar  traktörüne biner ve tüm tarlayı sürerdi ;2
Pasaportunu evde unuttuğu için uçağa binemedi ;2
Adamlardan birine çekiciye binmesini söyledi ;2
Buraya gelirken hangi otobüse bindiğini unutmuştu ;2
Kuzey kutbundan uçağa bindi ;2
Her gün bir buçuk milyon insan metroya biniyor ;2
Ben eşeğe bindim ve dağları  ovaları onunla beraber gezdim ;2
Yürüyüş yapmak istemediğinde bisiklete biner ;2
Yarın otobüse binmek istersen beni ara ;2
Ama hava karardıktan sonra otobüse binmek istemiyorum ;2
Arabam çalışmayınca otobüse binmek zorunda kaldım ;2
Araca binerken pantolonum yırtıldı ;2
Vapura binip martılara simit attı ;2
Hayat bisiklete binmeye benzer;2
O adrese gitmek için herhangi bir araca binebilirsin ;2
Binmek ya da binmemek işte bütün mesele bu ;2
Jale'nin güzel bir aracı vardı ve işe ona binerek gelirdi ;2
Toplu taşıma araçlarına binmek için bilet almalısın ;2
Sen hiç vapura bindin mi?;2
Binilmiş atın davası olmaz ;2
Eşeği saldım çayıra binmek istersen orda ;2
Uçağa binmiş  birkaç saat sonra burada olurmuş ;2
 Sen arabaya bin  ben birazdan geleceğim  dedi ;2
Hayatında hiç bisiklete binmemiş ;2
Diktatör bisiklete binen adama benzer  durursa devrilir ;2
Bir kere yanlış trene bindiyseniz  koridordan ters terafa yürümenin hiçbir faydası olmayacaktır ;2
Bir adam atının ayağı sakatlandığı için eşeğine binmişti ;2
Ata binmek çok zevkliydi ;2
Eskiden insanlar at dışında fillere  develere ve eşeklere de binerdi ;2
Emanet ata binen tez iner ;2
Büyük siyah spor bir araca binmek hayal ;2
Asansöre bin ve beşinci kata çık ;2
Vapura binerken telefonum çaldı ;2
Aslana binerek cesaretini ortaya koymuştu ;2
Hala araca binmek istiyor musun?;2
Bindi bisiklete ve bayır aşağı sürdü ;2
Okula gitmek için otobüse bindi ;2
Taksiye bindikten 30 saniye sonra indi ;2
İndi bindi ücreti nedir ?;2
Eşekten inip ata binmek;2
Her seferinde en ön koltuğa oturmak için herkesten önce biner ;2
Harry süpürgesine binip Quiddich şampiyonu olmak için havalandı ;2
